Measurement,Mean,Min,Max
Points Per PCL,55086.99166666667,55086.0,55087.0
Distances Mean Values,19.500488837560017,19.499704360961914,19.500526428222656
Distances Min Values,2.1235528190930686,2.1155481338500977,2.12849497795105
Distances Max Values,99.97805989583334,99.96510314941406,99.99451446533203
Intensities Mean Values,0.9273056601484616,0.9273056387901306,0.927308201789856
Intensities Min Values,0.6703792214393616,0.6703792214393616,0.6703792214393616
Intensities Max Values,0.9915066957473755,0.9915066957473755,0.9915066957473755
