similar,lost,noise
9429.0,18146.0,0.0
9425.0,18150.0,0.0
9417.0,18158.0,0.0
9405.0,18170.0,0.0
9415.0,18160.0,0.0
9418.0,18157.0,0.0
9425.0,18150.0,0.0
9420.0,18155.0,0.0
9426.0,18149.0,0.0
9412.0,18163.0,0.0
9420.0,18155.0,0.0
9420.0,18155.0,0.0
9421.0,18154.0,0.0
9423.0,18152.0,0.0
9419.0,18156.0,0.0
9409.0,18166.0,0.0
9416.0,18159.0,0.0
9420.0,18155.0,0.0
9409.0,18166.0,0.0
9424.0,18151.0,0.0
9414.0,18161.0,0.0
9415.0,18160.0,0.0
9421.0,18154.0,0.0
9417.0,18158.0,0.0
9419.0,18156.0,0.0
9415.0,18160.0,0.0
9412.0,18163.0,0.0
9405.0,18170.0,0.0
9423.0,18152.0,0.0
9423.0,18152.0,0.0
9426.0,18149.0,0.0
9425.0,18150.0,0.0
9424.0,18151.0,0.0
9417.0,18158.0,0.0
9413.0,18162.0,0.0
9410.0,18165.0,0.0
9428.0,18147.0,0.0
9431.0,18144.0,0.0
9413.0,18162.0,0.0
9423.0,18152.0,0.0
9425.0,18150.0,0.0
9417.0,18158.0,0.0
9416.0,18159.0,0.0
9425.0,18150.0,0.0
9411.0,18164.0,0.0
9420.0,18155.0,0.0
9417.0,18158.0,0.0
9412.0,18163.0,0.0
9412.0,18163.0,0.0
9424.0,18151.0,0.0
9415.0,18160.0,0.0
9423.0,18152.0,0.0
9414.0,18161.0,0.0
9411.0,18164.0,0.0
9424.0,18151.0,0.0
9423.0,18152.0,0.0
9413.0,18162.0,0.0
9416.0,18159.0,0.0
9407.0,18168.0,0.0
9427.0,18148.0,0.0
9419.0,18156.0,0.0
9411.0,18164.0,0.0
9416.0,18159.0,0.0
9424.0,18151.0,0.0
9426.0,18149.0,0.0
9422.0,18153.0,0.0
9417.0,18158.0,0.0
9422.0,18153.0,0.0
9414.0,18161.0,0.0
9432.0,18143.0,0.0
9426.0,18149.0,0.0
9418.0,18157.0,0.0
9413.0,18162.0,0.0
9417.0,18158.0,0.0
9413.0,18162.0,0.0
9417.0,18158.0,0.0
9422.0,18153.0,0.0
9416.0,18159.0,0.0
9413.0,18162.0,0.0
9416.0,18159.0,0.0
9420.0,18155.0,0.0
9423.0,18152.0,0.0
9425.0,18150.0,0.0
9407.0,18168.0,0.0
9424.0,18151.0,0.0
9415.0,18160.0,0.0
9425.0,18150.0,0.0
9417.0,18158.0,0.0
9412.0,18163.0,0.0
9412.0,18163.0,0.0
9424.0,18151.0,0.0
9413.0,18162.0,0.0
9424.0,18151.0,0.0
9415.0,18160.0,0.0
9426.0,18149.0,0.0
9424.0,18151.0,0.0
9408.0,18167.0,0.0
9408.0,18167.0,0.0
9420.0,18155.0,0.0
9435.0,18140.0,0.0
9424.0,18151.0,0.0
9414.0,18161.0,0.0
9408.0,18167.0,0.0
9414.0,18161.0,0.0
9424.0,18151.0,0.0
9410.0,18165.0,0.0
9421.0,18154.0,0.0
9423.0,18152.0,0.0
9418.0,18157.0,0.0
9419.0,18156.0,0.0
9414.0,18161.0,0.0
9419.0,18156.0,0.0
9414.0,18161.0,0.0
9415.0,18160.0,0.0
9416.0,18159.0,0.0
9422.0,18153.0,0.0
9418.0,18157.0,0.0
9418.0,18157.0,0.0
9419.0,18156.0,0.0
9423.0,18152.0,0.0
9410.0,18165.0,0.0
9413.0,18162.0,0.0
