Measurement,Mean,Min,Max
Points Per PCL,27577.545454545456,27575.0,27582.0
Distances Mean Values,22.96132297358237,22.94993019104004,22.969209671020508
Distances Min Values,1.887501923505925,1.3160037994384766,3.1079468727111816
Distances Max Values,100.92045593261719,100.92045593261719,100.92045593261719
Intensities Mean Values,0.7751932617061394,0.7750095725059509,0.7753575444221497
Intensities Min Values,0.001199157419806916,0.0,0.007843137718737125
Intensities Max Values,0.9875932335853577,0.9875932335853577,0.9875932335853577
