Measurement,Mean,Min,Max
Points Per PCL,27586.099173553717,27580.0,27593.0
Distances Mean Values,22.933133385398172,22.89670181274414,22.95450210571289
Distances Min Values,1.5700485223580982,1.3167623281478882,1.9305630922317505
Distances Max Values,100.901423367587,100.1528091430664,100.92045593261719
Intensities Mean Values,0.7741374762590266,0.7736254334449768,0.7745591402053833
Intensities Min Values,0.0,0.0,0.0
Intensities Max Values,0.987477719783783,0.987477719783783,0.987477719783783
